Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Hyundai Tucson,2011,0.29,8.82,185089,Diesel,Dealer,Manual,3
Hyundai Grand i10,2016,1.5,5.99,86741,Diesel,Dealer,Manual,1
Volkswagen Polo,2019,6.93,14.15,50178,Petrol,Dealer,Automatic,0
Toyota Etios Cross,2021,8.65,16.17,32796,Petrol,Dealer,Manual,1
Chevrolet Sail,2006,0.22,9.38,303878,Petrol,Individual,Manual,0
Toyota Corolla,2015,5.04,31.03,150036,Diesel,Individual,Automatic,1
Skoda Kodiaq,2022,12.15,15.64,25140,Diesel,Individual,Manual,0
Honda Civic,2016,2.05,14.03,119884,Petrol,Individual,Manual,1
Honda WR-V,2024,16.72,17.13,3531,Petrol,Dealer,Automatic,1
Maruti Swift,2023,9.17,11.82,17207,Diesel,Dealer,Automatic,0
Hyundai Grand i10,2023,5.53,6.34,17809,Diesel,Individual,Manual,0
Renault Captur,2016,0.79,3.7,123231,Petrol,Individual,Manual,0
BMW 7 Series,2018,19.75,54.48,98198,Diesel,Individual,Automatic,0
Volkswagen Jetta,2008,0.27,7.11,183735,CNG,Individual,Automatic,3
Toyota Etios Cross,2017,4.9,15.56,117069,Diesel,Dealer,Automatic,1
Maruti Ciaz,2005,0.24,6.76,190765,Diesel,Dealer,Manual,1
Ford EcoSport,2021,6.54,9.4,33872,Petrol,Dealer,Automatic,0
Toyota Innova Crysta,2022,15.46,27.36,39040,Diesel,Individual,Manual,3
Renault Triber,2018,5.03,11.72,89391,Diesel,Individual,Automatic,0
Tata Bolt,2018,3.87,13.97,75549,Petrol,Individual,Automatic,1
Maruti S-Cross,2021,5.7,9.66,37735,Petrol,Individual,Manual,0
Volkswagen Vento,2019,10.97,19.42,43538,Diesel,Dealer,Manual,0
Toyota Corolla,2020,16.61,28.65,31230,Diesel,Dealer,Manual,0
Maruti S-Cross,2024,9.49,9.39,7672,Petrol,Dealer,Automatic,0
Tata Safari,2009,0.51,11.01,206557,Diesel,Individual,Manual,1
Honda Brio,2015,3.65,19.07,153599,CNG,Dealer,Automatic,0
Mahindra Scorpio,2013,1.03,11.54,102697,Petrol,Individual,Manual,1
Hyundai i20,2021,4.8,8.07,23633,Petrol,Individual,Manual,0
Maruti Ciaz,2021,2.51,4.06,47026,Petrol,Dealer,Manual,1
Maruti Swift,2023,5.67,7.4,9828,Petrol,Individual,Manual,1
Hyundai Venue,2018,2.86,9.0,85259,Petrol,Dealer,Manual,1
Maruti Ciaz,2008,0.92,7.92,141086,Diesel,Dealer,Automatic,0
Toyota Camry,2018,6.35,29.09,97691,CNG,Individual,Manual,1
Toyota Innova,2008,0.63,26.68,281224,Petrol,Individual,Manual,0
Chevrolet Beat,2020,4.33,8.66,55183,Petrol,Dealer,Manual,0
Mahindra XUV500,2018,8.87,19.06,50846,Diesel,Dealer,Manual,0
Tata Hexa,2021,2.67,5.14,47589,Petrol,Dealer,Manual,1
Maruti S-Cross,2019,5.59,11.21,85267,Diesel,Individual,Manual,0
Hyundai Xcent,2018,1.32,4.68,43672,Petrol,Dealer,Manual,1
Toyota Fortuner,2024,31.57,28.84,6712,Diesel,Individual,Manual,3
Tata Harrier,2013,0.53,14.95,189803,Petrol,Individual,Manual,3
Hyundai Verna,2017,3.49,14.66,81530,Petrol,Individual,Manual,0
Tata Nano,2022,11.73,15.32,32137,Petrol,Dealer,Manual,0
Honda Civic,2020,6.76,22.21,62904,Petrol,Individual,Automatic,3
BMW 5 Series,2024,35.5,41.45,500,Petrol,Individual,Automatic,0
Honda CR-V,2022,9.66,12.54,11412,Petrol,Dealer,Manual,1
Chevrolet Sail,2022,9.95,13.76,17146,Petrol,Individual,Manual,0
Hyundai Creta,2021,5.01,11.26,54986,Petrol,Individual,Manual,1
Mahindra KUV100,2017,6.53,20.79,82066,Petrol,Individual,Automatic,0
Mahindra XUV500,2024,15.22,14.79,2639,Diesel,Individual,Manual,0
Hyundai i10,2021,3.63,5.56,28691,Petrol,Dealer,Automatic,0
Tata Nexon,2013,0.63,9.05,171852,Petrol,Individual,Automatic,1
Ford Figo,2016,6.01,17.34,68585,Diesel,Dealer,Manual,0
Skoda Kodiaq,2017,4.81,18.78,57665,CNG,Individual,Manual,0
Tata Safari,2008,0.75,19.62,276269,Petrol,Dealer,Manual,0
Hyundai Xcent,2021,5.97,10.88,45697,CNG,Dealer,Manual,0
Tata Tiago,2023,12.58,16.38,5218,Diesel,Individual,Automatic,0
Hyundai i10,2016,1.4,15.97,111087,Petrol,Individual,Manual,3
Hyundai Grand i10,2023,5.93,6.88,2035,Petrol,Individual,Manual,0
Maruti Ertiga,2012,1.33,8.7,209834,Diesel,Dealer,Manual,0
Hyundai Santro,2007,0.44,5.54,196256,Diesel,Dealer,Manual,0
Maruti Dzire,2016,0.88,4.44,103116,Petrol,Dealer,Manual,1
Tata Nano,2016,1.89,10.75,83185,Petrol,Dealer,Automatic,1
Hyundai Santro,2013,3.13,15.84,182758,Diesel,Dealer,Manual,0
Maruti Baleno,2013,1.4,11.6,94621,Petrol,Individual,Manual,0
Maruti Celerio,2023,4.59,5.77,19279,Diesel,Dealer,Automatic,0
Maruti Vitara Brezza,2018,1.78,11.07,109343,Petrol,Dealer,Manual,3
Hyundai Xcent,2018,3.68,10.97,99329,Diesel,Individual,Manual,0
Nissan Micra,2015,0.8,7.39,126856,Diesel,Dealer,Manual,3
Tata Nexon,2009,1.54,20.01,203892,Petrol,Dealer,Automatic,0
Mahindra Thar,2010,0.76,5.69,192748,Diesel,Dealer,Automatic,0
Mahindra XUV500,2023,15.24,19.95,15117,Diesel,Dealer,Automatic,1
Hyundai Elite i20,2017,3.02,13.05,117369,Petrol,Dealer,Automatic,1
Maruti Vitara Brezza,2020,1.93,4.36,26086,Petrol,Individual,Manual,1
Chevrolet Beat,2018,2.53,10.19,104277,Petrol,Dealer,Manual,1
Maruti Wagon R,2023,6.77,8.83,14805,Petrol,Individual,Manual,1
Volkswagen Polo,2020,5.66,12.27,70223,Petrol,Dealer,Manual,1
Mercedes-Benz GLC,2018,9.7,43.88,63707,Diesel,Individual,Automatic,3
Honda CR-V,2018,6.88,21.18,107118,Petrol,Individual,Manual,0
Toyota Innova,2014,1.24,18.35,113424,Petrol,Dealer,Automatic,3
Hyundai Venue,2019,6.65,16.84,72670,Diesel,Dealer,Manual,1
Hyundai Xcent,2012,1.14,10.48,165936,Petrol,Dealer,Automatic,0
Mahindra Scorpio,2016,3.59,10.83,66090,Diesel,Dealer,Manual,0
Tata Nexon,2022,8.98,11.54,16890,Petrol,Dealer,Manual,0
Hyundai i10,2017,2.69,9.98,103782,Petrol,Dealer,Manual,0
Mahindra XUV500,2019,2.6,6.14,79753,Petrol,Dealer,Automatic,0
Toyota Corolla,2021,8.88,17.44,23162,CNG,Individual,Manual,1
Toyota Fortuner,2013,4.39,32.22,152319,Petrol,Dealer,Manual,0
Hyundai Santro,2021,6.37,10.99,23660,Diesel,Individual,Manual,1
Hyundai Grand i10,2017,3.95,10.88,85943,Diesel,Dealer,Manual,0
Mahindra Bolero,2015,1.22,7.0,109374,CNG,Dealer,Automatic,1
Renault Duster,2003,0.17,5.25,207083,Petrol,Individual,Automatic,0
Honda City,2006,0.29,11.67,262947,Petrol,Individual,Manual,1
Hyundai Tucson,2024,10.83,11.88,3980,Petrol,Dealer,Manual,0
Mahindra Scorpio,2015,3.43,17.38,139128,CNG,Dealer,Manual,0
Hyundai Elite i20,2008,0.21,4.97,153933,Petrol,Individual,Manual,0
Maruti S-Cross,2024,11.04,10.89,500,Petrol,Dealer,Manual,0
Chevrolet Spark,2024,12.16,11.51,500,CNG,Dealer,Manual,0
Hyundai Xcent,2006,0.46,17.17,266985,Petrol,Dealer,Automatic,1
Hyundai Grand i10,2022,9.72,14.27,28655,Diesel,Individual,Manual,0
Ford Endeavour,2017,7.43,22.0,103920,Diesel,Dealer,Manual,0
Mahindra Bolero,2024,16.77,15.83,500,Petrol,Individual,Manual,0
Honda Civic,2023,9.25,12.09,24429,Petrol,Dealer,Manual,3
Hyundai Venue,2020,4.84,10.44,31663,Petrol,Individual,Manual,0
Maruti Vitara Brezza,2014,0.48,4.01,141920,Petrol,Dealer,Manual,1
Toyota Camry,2009,2.06,29.18,225525,Diesel,Individual,Manual,0
Hyundai Santro,2021,9.16,15.84,18863,Petrol,Individual,Automatic,1
Tata Safari,2022,13.44,21.4,43671,Diesel,Dealer,Manual,1
Maruti S-Cross,2021,4.19,6.52,53752,Diesel,Individual,Manual,0
Hyundai Elite i20,2019,5.66,12.45,85416,Diesel,Individual,Manual,0
Honda CR-V,2011,1.86,19.2,199431,Diesel,Individual,Manual,0
Maruti Swift,2018,3.61,10.56,93180,Diesel,Dealer,Manual,1
Mahindra Marazzo,2023,4.05,5.07,9120,Petrol,Dealer,Manual,1
Ford EcoSport,2013,3.96,26.15,117687,Diesel,Dealer,Manual,1
Chevrolet Beat,2011,0.87,13.99,163395,Petrol,Dealer,Manual,1
Renault Duster,2022,7.65,10.08,17989,CNG,Dealer,Automatic,0
Hyundai Xcent,2004,0.25,8.48,269437,Petrol,Dealer,Manual,0
Ford Figo,2008,0.8,21.37,164182,Diesel,Individual,Manual,1
Maruti Alto,2011,0.22,6.04,175434,Petrol,Dealer,Manual,3
Tata Tigor,2015,1.92,8.13,112531,Petrol,Dealer,Manual,0
Toyota Yaris,2022,9.16,14.57,16718,Petrol,Individual,Automatic,1
Mahindra XUV500,2023,11.74,15.22,10788,Diesel,Individual,Manual,0
Maruti Alto,2014,1.46,8.31,146345,Diesel,Individual,Manual,0
Mahindra XUV300,2015,2.92,11.82,158482,Diesel,Dealer,Manual,0
Maruti Alto,2021,6.18,11.31,29204,Petrol,Dealer,Manual,0
Hyundai Elite i20,2014,1.31,6.68,112394,Diesel,Dealer,Automatic,1
Skoda Rapid,2023,18.39,22.45,11539,Petrol,Individual,Manual,0
Mahindra XUV300,2018,7.3,17.4,67968,Petrol,Dealer,Manual,0
Maruti Ciaz,2013,1.12,10.4,117616,Petrol,Dealer,Manual,1
Tata Hexa,2024,3.58,3.45,1579,Petrol,Dealer,Manual,0
Hyundai i20,2005,0.23,9.59,304254,Petrol,Individual,Manual,3
Maruti Ciaz,2016,2.11,9.11,142052,CNG,Dealer,Automatic,0
Maruti Ertiga,2024,3.64,3.87,500,Petrol,Individual,Manual,0
Maruti Alto,2022,7.73,10.07,25350,Diesel,Individual,Automatic,0
Ford Figo,2017,8.06,25.32,76592,Petrol,Dealer,Automatic,0
BMW X5,2014,4.27,46.88,121706,Petrol,Individual,Automatic,1
Maruti Swift,2021,4.94,8.52,23584,Petrol,Dealer,Manual,1
Ford Endeavour,2017,4.8,13.91,101383,Petrol,Dealer,Automatic,0
Mahindra Thar,2016,3.68,18.7,118574,Diesel,Individual,Automatic,1
BMW X5,2012,3.87,57.31,215588,Petrol,Dealer,Automatic,1
Hyundai Grand i10,2019,4.49,9.75,56128,Diesel,Individual,Automatic,0
Volkswagen Tiguan,2005,0.31,7.87,208015,Diesel,Individual,Manual,0
Chevrolet Enjoy,2005,0.15,4.63,315872,Petrol,Individual,Manual,1
Maruti Celerio,2024,5.9,5.88,500,Diesel,Dealer,Manual,1
Hyundai Elite i20,2013,1.26,16.82,162666,Petrol,Individual,Automatic,1
Hyundai Grand i10,2009,0.29,5.17,261024,Petrol,Dealer,Manual,0
Hyundai Xcent,2006,0.46,15.24,244958,Petrol,Dealer,Manual,1
Audi Q3,2013,3.87,30.38,100538,Diesel,Individual,Automatic,1
Maruti Vitara Brezza,2019,3.32,9.09,73800,Diesel,Individual,Manual,0
Hyundai Elite i20,2010,0.25,4.54,184595,CNG,Individual,Manual,0
Hyundai Santro,2007,0.19,6.07,292432,Petrol,Dealer,Manual,0
Hyundai Verna,2024,9.78,8.39,500,Petrol,Individual,Manual,0
Honda City,2020,7.07,13.41,45208,Petrol,Individual,Automatic,0
Hyundai Creta,2016,0.94,6.61,115607,Petrol,Individual,Manual,1
Hyundai i20,2021,7.48,11.38,25670,Petrol,Individual,Manual,0
Renault Kwid,2018,3.05,9.43,54495,Petrol,Individual,Manual,0
Maruti Wagon R,2022,6.65,9.35,15747,Petrol,Dealer,Manual,0
Hyundai Tucson,2013,1.29,10.52,168177,Petrol,Dealer,Manual,0
Mahindra Thar,2008,0.26,6.63,168795,Petrol,Individual,Manual,1
Maruti S-Cross,2021,4.39,8.79,53254,Petrol,Individual,Automatic,0
BMW 7 Series,2021,19.73,32.89,35781,Diesel,Individual,Automatic,0
Hyundai Tucson,2004,0.4,12.87,240792,Petrol,Dealer,Manual,0
Audi A6,2015,14.92,48.53,119167,Diesel,Dealer,Automatic,0
Maruti Celerio,2023,8.23,10.75,4528,Diesel,Individual,Manual,0
Ford Figo,2007,0.73,25.75,286332,CNG,Individual,Automatic,0
Tata Harrier,2024,12.03,11.98,500,Diesel,Dealer,Manual,0
Tata Hexa,2019,7.55,20.47,59257,CNG,Individual,Manual,0
Toyota Corolla,2023,5.83,6.27,4546,Diesel,Individual,Manual,0
Tata Harrier,2023,14.9,17.44,21388,Petrol,Individual,Manual,0
Maruti Baleno,2024,10.36,10.01,4158,Petrol,Dealer,Manual,0
Renault Captur,2022,2.74,3.95,22917,Diesel,Individual,Manual,1
Hyundai Elite i20,2013,1.34,6.83,100852,Petrol,Dealer,Automatic,0
Hyundai Xcent,2012,0.28,5.37,207007,Petrol,Individual,Automatic,1
Tata Safari,2021,2.9,6.7,32034,Diesel,Individual,Manual,3
Toyota Yaris,2021,7.45,17.33,27493,Petrol,Dealer,Manual,3
Tata Hexa,2020,2.03,3.9,65486,Diesel,Individual,Manual,1
Hyundai Verna,2014,0.8,9.09,140714,CNG,Individual,Manual,1
Maruti S-Cross,2023,9.65,10.51,500,Diesel,Dealer,Automatic,0
Maruti Ciaz,2015,1.67,6.2,110825,Diesel,Dealer,Manual,0
Nissan Sunny,2018,5.54,12.42,85706,Diesel,Dealer,Manual,0
Renault Kwid,2022,6.28,8.96,17831,Petrol,Individual,Automatic,0
Mahindra KUV100,2019,8.75,17.24,53997,Diesel,Dealer,Automatic,1
Maruti Swift,2019,3.22,11.72,80805,Petrol,Individual,Manual,1
Renault Kwid,2019,3.91,10.33,72935,Diesel,Individual,Manual,0
Mahindra XUV500,2015,0.51,6.93,75911,Petrol,Dealer,Automatic,3
Mahindra XUV300,2011,1.6,15.19,190319,Petrol,Dealer,Automatic,0
Mahindra XUV500,2008,0.36,11.08,253051,Petrol,Dealer,Manual,1
Maruti Ciaz,2021,3.24,4.73,35223,Diesel,Individual,Manual,0
Ford Aspire,2014,5.76,29.72,123333,Diesel,Dealer,Manual,1
Hyundai Verna,2020,6.78,14.73,77510,Diesel,Individual,Manual,0
Maruti Baleno,2024,4.99,4.89,7484,Petrol,Dealer,Manual,1
Maruti S-Cross,2019,3.65,9.09,71630,Diesel,Individual,Manual,1
Hyundai i20,2010,0.42,10.33,143939,Petrol,Dealer,Manual,3
Maruti Swift,2021,7.19,11.51,37913,Petrol,Individual,Manual,0
Maruti Celerio,2023,8.09,8.94,20140,Petrol,Individual,Manual,0
Hyundai Verna,2010,0.49,5.76,179873,Diesel,Individual,Manual,0
Maruti Alto,2022,4.71,6.6,35887,CNG,Individual,Manual,0
Hyundai Verna,2019,5.57,15.29,55252,Petrol,Dealer,Automatic,1
Chevrolet Cruze,2016,2.51,9.87,60878,Petrol,Dealer,Manual,0
Hyundai i20,2015,1.98,11.28,139183,CNG,Dealer,Manual,0
BMW 3 Series,2016,13.26,56.25,70718,Diesel,Dealer,Automatic,1
Mahindra KUV100,2017,2.87,10.84,105562,Petrol,Individual,Manual,0
Audi A4,2022,39.14,52.89,30654,Petrol,Dealer,Automatic,0
Nissan Micra,2016,2.58,9.53,146806,Diesel,Dealer,Manual,0
Honda Jazz,2012,0.53,14.78,180477,Petrol,Dealer,Automatic,3
Mahindra Marazzo,2017,6.27,19.1,110804,Diesel,Dealer,Manual,0
Renault Duster,2022,7.13,9.05,22476,Diesel,Individual,Automatic,0
Hyundai Grand i10,2023,7.12,8.53,13582,Petrol,Dealer,Automatic,0
Hyundai Grand i10,2016,2.57,15.14,139019,Petrol,Dealer,Manual,1
Hyundai Santro,2004,0.15,5.81,322397,Petrol,Dealer,Manual,3
Tata Harrier,2015,3.51,21.57,94079,Petrol,Dealer,Manual,1
Tata Bolt,2013,0.52,6.23,130839,Diesel,Individual,Manual,1
Mahindra XUV500,2005,0.2,6.2,192264,Diesel,Dealer,Manual,1
Maruti Ciaz,2020,4.4,7.6,24115,Diesel,Dealer,Automatic,1
Hyundai Creta,2004,0.35,11.34,228419,Petrol,Individual,Manual,0
Maruti S-Cross,2019,1.29,3.88,47053,CNG,Dealer,Manual,1
BMW X3,2010,1.45,44.11,244921,Petrol,Individual,Automatic,1
Maruti Ertiga,2017,2.27,8.69,84304,Petrol,Dealer,Automatic,1
Maruti Wagon R,2019,1.64,5.32,51551,Petrol,Individual,Manual,1
Mahindra Thar,2012,3.03,21.29,103011,Diesel,Individual,Manual,0
Hyundai Elite i20,2020,4.31,7.26,57401,Petrol,Dealer,Automatic,0
Hyundai i20,2019,7.64,15.06,79570,Petrol,Dealer,Manual,0
Renault Duster,2021,3.2,6.02,42382,Petrol,Individual,Manual,0
Mahindra Thar,2010,0.6,17.85,231347,Petrol,Individual,Automatic,1
Ford Freestyle,2024,13.72,14.86,6623,CNG,Dealer,Automatic,1
Maruti S-Cross,2023,8.16,10.07,18379,Petrol,Dealer,Manual,0
Maruti Swift,2019,3.62,8.84,50666,Petrol,Dealer,Automatic,1
Maruti Dzire,2011,0.73,10.24,123981,Petrol,Dealer,Manual,1
Tata Nano,2023,3.31,4.26,7752,Petrol,Dealer,Manual,0
Maruti Vitara Brezza,2016,2.25,9.28,90982,Petrol,Individual,Automatic,0
Maruti Ciaz,2011,0.9,9.73,113107,Diesel,Individual,Manual,1
Mahindra KUV100,2021,9.86,19.43,34384,Petrol,Individual,Manual,0
Maruti Ertiga,2023,10.66,11.85,16470,Diesel,Individual,Manual,0
Toyota Yaris,2006,0.46,18.37,318238,Petrol,Dealer,Manual,0
Honda Amaze,2022,3.62,5.37,22599,CNG,Dealer,Automatic,0
Audi A4,2021,18.8,35.12,36024,Petrol,Dealer,Automatic,1
Maruti Vitara Brezza,2020,5.06,9.22,52618,Diesel,Dealer,Manual,0
Hyundai Tucson,2023,16.93,16.5,22344,Petrol,Dealer,Manual,0
Chevrolet Beat,2023,2.57,3.41,2781,Petrol,Individual,Manual,0
Tata Harrier,2024,13.97,13.98,500,Petrol,Individual,Manual,1
Toyota Camry,2014,1.97,13.2,174555,Diesel,Individual,Manual,0
Honda Brio,2012,1.09,10.41,100934,Petrol,Individual,Automatic,0
Hyundai Santro,2012,0.91,15.93,156179,CNG,Individual,Manual,1
Ford Freestyle,2022,20.8,28.4,13527,Petrol,Individual,Automatic,0
Maruti S-Cross,2018,2.68,7.51,67698,Petrol,Dealer,Automatic,0
Chevrolet Beat,2009,0.15,5.01,267470,Petrol,Individual,Manual,3
Hyundai Venue,2009,0.6,13.44,116501,Petrol,Dealer,Manual,1
Mahindra XUV300,2005,0.24,7.94,197389,Petrol,Individual,Manual,0
Skoda Kodiaq,2017,4.28,15.12,103728,Petrol,Individual,Automatic,0
Maruti Baleno,2022,8.11,11.97,29063,Petrol,Dealer,Manual,0
Hyundai Creta,2021,6.9,14.95,27880,Petrol,Dealer,Manual,3
Hyundai Creta,2021,5.97,10.99,48008,CNG,Individual,Manual,1
Hyundai Venue,2018,4.62,14.96,57940,Petrol,Dealer,Manual,1
Volkswagen Jetta,2020,6.04,13.79,51909,Petrol,Individual,Manual,1
Chevrolet Cruze,2018,1.54,6.54,68293,CNG,Individual,Manual,1
Volkswagen Tiguan,2024,7.62,8.66,2523,Petrol,Dealer,Automatic,0
Skoda Kodiaq,2015,2.27,9.99,132364,Diesel,Individual,Manual,0
Renault Duster,2022,3.51,4.84,28234,Diesel,Individual,Automatic,1
Ford Endeavour,2018,4.51,15.36,55445,Petrol,Individual,Automatic,0
Maruti Baleno,2019,4.45,9.86,59234,Petrol,Dealer,Automatic,0
Chevrolet Beat,2010,0.52,8.0,228532,Petrol,Dealer,Manual,0
Tata Nexon,2015,5.61,18.43,86198,Diesel,Dealer,Manual,0
Tata Tiago,2022,7.59,12.41,19696,Petrol,Individual,Manual,1
Hyundai i20,2016,4.08,12.72,99998,Diesel,Individual,Automatic,0
Tata Harrier,2017,5.07,21.99,119680,Petrol,Individual,Automatic,0
Maruti Wagon R,2023,10.24,10.94,15967,Diesel,Dealer,Manual,0
Hyundai Tucson,2021,4.53,7.59,44341,Petrol,Individual,Manual,0
Honda Brio,2023,11.07,13.51,1106,Diesel,Dealer,Manual,0
Mahindra Bolero,2017,2.14,7.38,126486,Diesel,Individual,Manual,0
Tata Harrier,2010,0.95,16.21,236018,Petrol,Dealer,Manual,0
Renault Captur,2005,0.19,5.84,244165,Petrol,Dealer,Automatic,0
Honda CR-V,2007,1.04,21.54,150672,Petrol,Dealer,Manual,0
Nissan Magnite,2016,3.23,14.42,73247,Petrol,Dealer,Automatic,1
Hyundai Santro,2020,5.75,11.45,45384,Petrol,Dealer,Manual,0
Tata Harrier,2023,5.58,9.24,6047,Petrol,Individual,Manual,3
Chevrolet Cruze,2024,11.58,12.56,500,Petrol,Dealer,Manual,0
Audi A3,2024,29.81,26.48,500,Petrol,Individual,Automatic,1
Toyota Etios,2013,4.43,33.97,170059,CNG,Dealer,Manual,0
Maruti Celerio,2020,1.88,3.69,71220,Petrol,Dealer,Automatic,0
Tata Nano,2020,8.76,17.32,56865,Petrol,Dealer,Manual,0
Nissan Terrano,2023,11.23,13.47,6250,Diesel,Dealer,Manual,1
BMW 7 Series,2016,8.81,25.31,97965,Diesel,Dealer,Automatic,0
Maruti Celerio,2019,4.73,11.86,49244,Petrol,Dealer,Manual,1
Maruti S-Cross,2014,1.1,6.42,121661,Petrol,Dealer,Manual,0
Tata Safari,2014,1.4,20.72,99040,Petrol,Dealer,Automatic,3
Hyundai Verna,2024,15.77,17.82,5064,CNG,Dealer,Manual,0
Volkswagen Vento,2013,2.43,11.54,133183,Diesel,Dealer,Manual,0
Honda Jazz,2017,2.6,6.08,84032,Diesel,Dealer,Manual,0
Mahindra Marazzo,2024,11.52,12.6,6685,Petrol,Dealer,Manual,0
Ford Aspire,2022,4.0,6.46,21791,CNG,Dealer,Manual,3
Renault Kwid,2019,1.47,3.44,62865,Petrol,Dealer,Automatic,0
Hyundai i10,2013,1.45,9.79,144994,Diesel,Dealer,Manual,1
Maruti Swift,2024,3.93,4.05,500,Diesel,Dealer,Automatic,0
Honda Brio,2019,2.92,7.87,69885,Petrol,Dealer,Manual,1
Hyundai Venue,2016,2.68,13.82,109402,Petrol,Individual,Manual,0
Ford Figo,2010,1.02,19.3,119908,CNG,Dealer,Manual,1
Tata Hexa,2018,1.65,5.11,73153,Diesel,Individual,Manual,1
Hyundai Grand i10,2013,1.08,8.96,103557,Diesel,Individual,Manual,1
Mahindra XUV300,2024,13.4,12.08,500,Petrol,Dealer,Manual,1
Mahindra Scorpio,2017,3.94,14.19,140305,Petrol,Dealer,Manual,0
Hyundai Verna,2015,1.6,12.4,155777,Petrol,Dealer,Manual,1
Tata Tigor,2017,2.38,13.73,131811,Petrol,Individual,Manual,1
Volkswagen Tiguan,2010,1.78,17.67,124187,Diesel,Individual,Automatic,0
Tata Hexa,2018,8.18,19.59,63877,Petrol,Dealer,Manual,0
Hyundai i10,2014,1.72,11.23,147813,Petrol,Dealer,Manual,0
Ford Freestyle,2017,0.76,6.64,104763,Petrol,Individual,Automatic,3
Maruti Ertiga,2020,1.96,4.93,44885,Petrol,Individual,Automatic,1
Tata Nano,2021,11.76,20.2,22139,Diesel,Dealer,Manual,1
Honda Brio,2022,5.66,9.17,30724,Diesel,Dealer,Manual,3
Skoda Octavia,2019,7.37,17.85,77322,Diesel,Individual,Manual,1
Maruti S-Cross,2021,5.63,10.09,34293,Petrol,Dealer,Manual,0
Honda CR-V,2018,4.15,22.72,98848,Petrol,Dealer,Automatic,3
Honda City,2017,1.73,9.53,92249,Petrol,Individual,Manual,1
Mahindra XUV500,2015,0.6,5.1,159872,Petrol,Individual,Manual,1
Hyundai Creta,2018,6.87,15.9,106536,Diesel,Dealer,Manual,0
Mahindra Marazzo,2007,0.24,7.54,262195,Diesel,Individual,Manual,1
Maruti Swift,2023,7.41,9.48,13625,Petrol,Individual,Automatic,1
Toyota Etios,2013,2.58,32.2,176942,Diesel,Individual,Manual,1
Tata Safari,2023,10.03,11.12,6790,Diesel,Dealer,Automatic,1
Tata Tigor,2023,13.8,17.49,9102,Petrol,Dealer,Manual,1
Mahindra XUV300,2006,0.15,5.46,324998,CNG,Individual,Manual,0
Hyundai Grand i10,2023,3.73,4.4,11520,Petrol,Dealer,Manual,0
Hyundai Verna,2015,2.2,12.79,75396,Petrol,Individual,Manual,0
Audi Q5,2021,13.75,25.04,35088,Petrol,Dealer,Manual,1
Hyundai Elite i20,2021,11.44,16.6,33117,Diesel,Dealer,Manual,0
Audi Q7,2017,9.36,27.6,79470,Diesel,Individual,Automatic,0
Honda Amaze,2013,0.75,9.89,178206,Petrol,Individual,Manual,0
Maruti Ertiga,2015,1.28,9.39,80310,Petrol,Dealer,Manual,1
Maruti Alto,2022,5.94,8.24,33845,Diesel,Dealer,Automatic,1
Nissan Terrano,2011,1.3,13.65,130389,Petrol,Dealer,Manual,0
Renault Captur,2017,1.67,8.55,93986,Petrol,Dealer,Manual,1
Maruti Wagon R,2022,2.58,4.06,30467,Petrol,Individual,Manual,1
Renault Triber,2016,2.52,9.07,108007,Petrol,Dealer,Automatic,0
Maruti Celerio,2021,2.48,6.6,48942,Petrol,Individual,Manual,3
Renault Kwid,2022,6.19,8.82,29645,Petrol,Individual,Manual,0
Hyundai Creta,2024,9.84,8.65,1131,Petrol,Dealer,Manual,0
Skoda Superb,2024,9.39,8.49,874,Diesel,Dealer,Manual,0
Honda WR-V,2018,4.97,16.91,65204,Diesel,Individual,Manual,1
Hyundai Verna,2013,2.62,14.08,114146,Diesel,Individual,Manual,0
Mahindra Bolero,2015,2.0,10.85,139649,CNG,Dealer,Manual,0
Nissan Kicks,2015,1.79,10.11,153558,Diesel,Dealer,Manual,1
Nissan Terrano,2022,7.85,11.64,18148,CNG,Dealer,Manual,1
Honda Jazz,2011,0.5,6.41,126980,Diesel,Individual,Manual,1
Chevrolet Spark,2022,5.77,9.25,32344,Petrol,Individual,Manual,0
Mahindra Scorpio,2024,17.81,17.87,500,Diesel,Dealer,Automatic,3
Mahindra Marazzo,2017,2.53,11.4,77365,Petrol,Dealer,Manual,1
Tata Hexa,2021,6.61,10.24,60435,Diesel,Dealer,Manual,1
Maruti Celerio,2018,1.43,3.86,95401,Diesel,Individual,Manual,0
Audi Q5,2017,21.33,53.11,80256,Diesel,Dealer,Automatic,0
Tata Tigor,2013,2.83,14.57,133708,Diesel,Individual,Automatic,0
Hyundai Tucson,2023,12.85,16.73,15130,Petrol,Dealer,Manual,3
Maruti Celerio,2021,4.55,8.98,41709,CNG,Individual,Automatic,1
Honda Jazz,2015,3.39,21.31,145672,Petrol,Dealer,Automatic,1
Hyundai i10,2020,6.96,17.78,38615,Petrol,Individual,Manual,0
Volkswagen Polo,2008,0.36,13.6,270454,Petrol,Individual,Automatic,1
Hyundai Elite i20,2018,2.25,7.54,104400,Petrol,Individual,Manual,0
Toyota Corolla,2013,1.24,11.09,143364,Petrol,Dealer,Automatic,1
Ford Figo,2022,3.39,4.74,25057,Petrol,Dealer,Manual,0
Honda CR-V,2011,3.05,23.64,186269,Diesel,Dealer,Manual,0
